id	difficulty	title	tags
3360	Easy	Stone Removal Game	Math,Simulation
3361	Medium	Shift Distance Between Two Strings	Array,String,Prefix Sum
3362	Medium	Zero Array Transformation III	Greedy,Array,Two Pointers,Prefix Sum,Sorting,Heap (Priority Queue)
3363	Hard	Find the Maximum Number of Fruits Collected	Array,Dynamic Programming,Matrix
3364	Easy	Minimum Positive Sum Subarray	Array,Prefix Sum,Sliding Window
3365	Medium	Rearrange K Substrings to Form Target String	Hash Table,String,Sorting
3366	Medium	Minimum Array Sum	Array,Dynamic Programming
3367	Hard	Maximize Sum of Weights after Edge Removals	Tree,Depth-First Search,Dynamic Programming,Sorting
3368	Hard	First Letter Capitalization	Database
3369	Hard	Design an Array Statistics Tracker	Design,Queue,Hash Table,Binary Search,Data Stream,Ordered Set,Heap (Priority Queue)
3370	Easy	Smallest Number With All Set Bits	Bit Manipulation,Math
3371	Medium	Identify the Largest Outlier in an Array	Array,Hash Table,Counting,Enumeration
3372	Medium	Maximize the Number of Target Nodes After Connecting Trees I	Tree,Depth-First Search,Breadth-First Search
3373	Hard	Maximize the Number of Target Nodes After Connecting Trees II	Tree,Depth-First Search,Breadth-First Search
3374	Hard	First Letter Capitalization II	Database
3375	Easy	Minimum Operations to Make Array Values Equal to K	Array,Hash Table
3376	Medium	Minimum Time to Break Locks I	Bit Manipulation,Breadth-First Search,Array,Dynamic Programming,Backtracking,Bitmask
3377	Medium	Digit Operations to Make Two Integers Equal	Graph,Math,Number Theory,Shortest Path,Heap (Priority Queue)
3378	Hard	Count Connected Components in LCM Graph	Union Find,Array,Hash Table,Math,Number Theory
3379	Easy	Transformed Array	Array,Simulation
3380	Medium	Maximum Area Rectangle With Point Constraints I	Binary Indexed Tree,Segment Tree,Geometry,Array,Math,Enumeration,Sorting
3381	Medium	Maximum Subarray Sum With Length Divisible by K	Array,Hash Table,Prefix Sum
3382	Hard	Maximum Area Rectangle With Point Constraints II	Binary Indexed Tree,Segment Tree,Geometry,Array,Math,Sorting
3383	Hard	Minimum Runes to Add to Cast Spell	Depth-First Search,Breadth-First Search,Graph,Topological Sort,Array
3384	Hard	Team Dominance by Pass Success	Database
3385	Hard	Minimum Time to Break Locks II	Breadth-First Search,Graph,Array
3386	Easy	Button with Longest Push Time	Array
3387	Medium	Maximize Amount After Two Days of Conversions	Depth-First Search,Breadth-First Search,Graph,Array,String
3388	Medium	Count Beautiful Splits in an Array	Array,Dynamic Programming
3389	Hard	Minimum Operations to Make Character Frequencies Equal	Hash Table,String,Dynamic Programming,Counting,Enumeration
3390	Hard	Longest Team Pass Streak	Database
3391	Medium	Design a 3D Binary Matrix with Efficient Layer Tracking	Design,Array,Hash Table,Matrix,Ordered Set,Heap (Priority Queue)
3392	Easy	Count Subarrays of Length Three With a Condition	Array
3393	Medium	Count Paths With the Given XOR Value	Bit Manipulation,Array,Dynamic Programming,Matrix
3394	Medium	Check if Grid can be Cut into Sections	Array,Sorting
3395	Hard	Subsequences with a Unique Middle Mode I	Array,Hash Table,Math,Combinatorics
3396	Easy	Minimum Number of Operations to Make Elements in Array Distinct	Array,Hash Table
3397	Medium	Maximum Number of Distinct Elements After Operations	Greedy,Array,Sorting
3398	Hard	Smallest Substring With Identical Characters I	Array,Binary Search,Enumeration
3399	Hard	Smallest Substring With Identical Characters II	String,Binary Search
3400	Medium	Maximum Number of Matching Indices After Right Shifts	Array,Two Pointers,Simulation
3401	Hard	Find Circular Gift Exchange Chains	Database
3402	Easy	Minimum Operations to Make Columns Strictly Increasing	Greedy,Array,Matrix
3403	Medium	Find the Lexicographically Largest String From the Box I	Two Pointers,String,Enumeration
3404	Medium	Count Special Subsequences	Array,Hash Table,Math,Enumeration
3405	Hard	Count the Number of Arrays with K Matching Adjacent Elements	Math,Combinatorics
3406	Hard	Find the Lexicographically Largest String From the Box II	Two Pointers,String
3407	Easy	Substring Matching Pattern	String,String Matching
3408	Medium	Design Task Manager	Design,Hash Table,Ordered Set,Heap (Priority Queue)
3409	Medium	Longest Subsequence With Decreasing Adjacent Difference	Array,Dynamic Programming
3410	Hard	Maximize Subarray Sum After Removing All Occurrences of One Element	Segment Tree,Array,Hash Table,Divide and Conquer,Dynamic Programming,Prefix Sum
3411	Easy	Maximum Subarray With Equal Products	Array,Math,Enumeration,Number Theory,Sliding Window
3412	Medium	Find Mirror Score of a String	Stack,Hash Table,String,Simulation
3413	Medium	Maximum Coins From K Consecutive Bags	Greedy,Array,Binary Search,Prefix Sum,Sorting,Sliding Window
3414	Hard	Maximum Score of Non-overlapping Intervals	Array,Binary Search,Dynamic Programming,Sorting
3415	Easy	Find Products with Three Consecutive Digits	Database
3416	Hard	Subsequences with a Unique Middle Mode II	Array,Hash Table,Math,Combinatorics
3417	Easy	Zigzag Grid Traversal With Skip	Array,Matrix,Simulation
3418	Medium	Maximum Amount of Money Robot Can Earn	Array,Dynamic Programming,Matrix
3419	Medium	Minimize the Maximum Edge Weight of Graph	Depth-First Search,Breadth-First Search,Graph,Binary Search,Shortest Path
3420	Hard	Count Non-Decreasing Subarrays After K Operations	Stack,Segment Tree,Queue,Array,Sliding Window,Monotonic Queue,Monotonic Stack
3421	Medium	Find Students Who Improved	Database
3422	Medium	Minimum Operations to Make Subarray Elements Equal	Array,Hash Table,Math,Sliding Window,Heap (Priority Queue)
3423	Easy	Maximum Difference Between Adjacent Elements in a Circular Array	Array
3424	Medium	Minimum Cost to Make Arrays Identical	Greedy,Array,Sorting
3425	Hard	Longest Special Path	Tree,Depth-First Search,Array,Hash Table,Prefix Sum
3426	Hard	Manhattan Distances of All Arrangements of Pieces	Math,Combinatorics
3427	Easy	Sum of Variable Length Subarrays	Array,Prefix Sum
3428	Medium	Maximum and Minimum Sums of at Most Size K Subsequences	Array,Math,Dynamic Programming,Combinatorics,Sorting
3429	Medium	Paint House IV	Array,Dynamic Programming
3430	Hard	Maximum and Minimum Sums of at Most Size K Subarrays	Stack,Array,Math,Monotonic Stack
3431	Medium	Minimum Unlocked Indices to Sort Nums	Array,Hash Table
3432	Easy	Count Partitions with Even Sum Difference	Array,Math,Prefix Sum
3433	Medium	Count Mentions Per User	Array,Math,Sorting,Simulation
3434	Medium	Maximum Frequency After Subarray Operation	Greedy,Array,Hash Table,Dynamic Programming,Enumeration,Prefix Sum
3435	Hard	Frequencies of Shortest Supersequences	Bit Manipulation,Graph,Topological Sort,Array,String,Enumeration
3436	Easy	Find Valid Emails	Database
3437	Medium	Permutations III	Array,Backtracking
3438	Easy	Find Valid Pair of Adjacent Digits in String	Hash Table,String,Counting
3439	Medium	Reschedule Meetings for Maximum Free Time I	Greedy,Array,Sliding Window
3440	Medium	Reschedule Meetings for Maximum Free Time II	Greedy,Array,Enumeration
3441	Hard	Minimum Cost Good Caption	String,Dynamic Programming
3442	Easy	Maximum Difference Between Even and Odd Frequency I	Hash Table,String,Counting
3443	Medium	Maximum Manhattan Distance After K Changes	Hash Table,Math,String,Counting
3444	Hard	Minimum Increments for Target Multiples in an Array	Bit Manipulation,Array,Math,Dynamic Programming,Bitmask,Number Theory
3445	Hard	Maximum Difference Between Even and Odd Frequency II	String,Enumeration,Prefix Sum,Sliding Window
3446	Medium	Sort Matrix by Diagonals	Array,Matrix,Sorting
3447	Medium	Assign Elements to Groups with Constraints	Array,Hash Table
3448	Hard	Count Substrings Divisible By Last Digit	String,Dynamic Programming
3449	Hard	Maximize the Minimum Game Score	Greedy,Array,Binary Search
3450	Easy	Maximum Students on a Single Bench	Array,Hash Table
3451	Hard	Find Invalid IP Addresses	Database
3452	Easy	Sum of Good Numbers	Array
3453	Medium	Separate Squares I	Array,Binary Search
3454	Hard	Separate Squares II	Segment Tree,Array,Binary Search,Sweep Line
3455	Hard	Shortest Matching Substring	Two Pointers,String,Binary Search,String Matching
3456	Easy	Find Special Substring of Length K	String
3457	Medium	Eat Pizzas!	Greedy,Array,Sorting
3458	Medium	Select K Disjoint Special Substrings	Greedy,Hash Table,String,Dynamic Programming,Sorting
3459	Hard	Length of Longest V-Shaped Diagonal Segment	Memoization,Array,Dynamic Programming,Matrix
3460	Medium	Longest Common Prefix After at Most One Removal	Two Pointers,String
3461	Easy	Check If Digits Are Equal in String After Operations I	Math,String,Combinatorics,Number Theory,Simulation
3462	Medium	Maximum Sum With at Most K Elements	Greedy,Array,Matrix,Sorting,Heap (Priority Queue)
3463	Hard	Check If Digits Are Equal in String After Operations II	Math,String,Combinatorics,Number Theory
3464	Hard	Maximize the Distance Between Points on a Square	Geometry,Array,Math,Binary Search,Sorting
3465	Easy	Find Products with Valid Serial Numbers	Database
3466	Medium	Maximum Coin Collection	Array,Dynamic Programming
3467	Easy	Transform Array by Parity	Array,Counting,Sorting
3468	Medium	Find the Number of Copy Arrays	Array,Math
3469	Medium	Find Minimum Cost to Remove Array Elements	
3470	Hard	Permutations IV	Array,Math,Combinatorics,Enumeration
3471	Easy	Find the Largest Almost Missing Integer	Array,Hash Table
3472	Medium	Longest Palindromic Subsequence After at Most K Operations	String,Dynamic Programming
3473	Medium	Sum of K Subarrays With Length at Least M	Array,Dynamic Programming,Prefix Sum
3474	Hard	Lexicographically Smallest Generated String	Greedy,String,String Matching
3475	Medium	DNA Pattern Recognition	
3476	Medium	Maximize Profit from Task Assignment	Greedy,Array,Sorting,Heap (Priority Queue)
3477	Easy	Fruits Into Baskets II	Segment Tree,Array,Binary Search,Ordered Set,Simulation
3478	Medium	Choose K Elements With Maximum Sum	Array,Sorting,Heap (Priority Queue)
3479	Medium	Fruits Into Baskets III	Segment Tree,Array,Binary Search,Ordered Set
3480	Hard	Maximize Subarrays After Removing One Conflicting Pair	Segment Tree,Array,Enumeration,Prefix Sum
3481	Medium	Apply Substitutions	Depth-First Search,Breadth-First Search,Graph,Topological Sort,Array,Hash Table,String
3482	Hard	Analyze Organization Hierarchy	Database
3483	Easy	Unique 3-Digit Even Numbers	Recursion,Array,Hash Table,Enumeration
3484	Medium	Design Spreadsheet	Design,Array,Hash Table,String,Matrix
3485	Hard	Longest Common Prefix of K Strings After Removal	Trie,Array,String
3486	Hard	Longest Special Path II	Tree,Depth-First Search,Array,Hash Table,Prefix Sum
3487	Easy	Maximum Unique Subarray Sum After Deletion	Greedy,Array,Hash Table
3488	Medium	Closest Equal Element Queries	Array,Hash Table,Binary Search
3489	Medium	Zero Array Transformation IV	Array,Dynamic Programming
3490	Hard	Count Beautiful Numbers	Dynamic Programming
3491	Easy	Phone Number Prefix	Trie,Array,String,Sorting
3492	Easy	Maximum Containers on a Ship	Math
3493	Medium	Properties Graph	Depth-First Search,Breadth-First Search,Union Find,Graph,Array,Hash Table
3494	Medium	Find the Minimum Amount of Time to Brew Potions	Array,Prefix Sum,Simulation
3495	Hard	Minimum Operations to Make Array Elements Zero	Bit Manipulation,Array,Math
3496	Medium	Maximize Score After Pair Deletions	Greedy,Array
3497	Medium	Analyze Subscription Conversion	Database
3498	Easy	Reverse Degree of a String	String,Simulation
3499	Medium	Maximize Active Section with Trade I	String,Enumeration
3500	Hard	Minimum Cost to Divide Array Into Subarrays	Array,Dynamic Programming,Prefix Sum
3501	Hard	Maximize Active Section with Trade II	Segment Tree,Array,String,Binary Search
3502	Easy	Minimum Cost to Reach Every Position	Array
3503	Medium	Longest Palindrome After Substring Concatenation I	Two Pointers,String,Dynamic Programming,Enumeration
3504	Hard	Longest Palindrome After Substring Concatenation II	Two Pointers,String,Dynamic Programming
3505	Hard	Minimum Operations to Make Elements Within K Subarrays Equal	Array,Hash Table,Math,Dynamic Programming,Sliding Window,Heap (Priority Queue)
3506	Hard	Find Time Required to Eliminate Bacterial Strains	Greedy,Array,Math,Heap (Priority Queue)
3507	Easy	Minimum Pair Removal to Sort Array I	Array,Hash Table,Linked List,Doubly-Linked List,Ordered Set,Simulation,Heap (Priority Queue)
3508	Medium	Implement Router	Design,Queue,Array,Hash Table,Binary Search,Ordered Set
3509	Hard	Maximum Product of Subsequences With an Alternating Sum Equal to K	Array,Hash Table,Dynamic Programming
3510	Hard	Minimum Pair Removal to Sort Array II	Array,Hash Table,Linked List,Doubly-Linked List,Ordered Set,Simulation,Heap (Priority Queue)
3511	Medium	Make a Positive Array	Greedy,Array,Prefix Sum
3512	Easy	Minimum Operations to Make Array Sum Divisible by K	Array,Math
3513	Medium	Number of Unique XOR Triplets I	Bit Manipulation,Array,Math
3514	Medium	Number of Unique XOR Triplets II	Bit Manipulation,Array,Math,Enumeration
3515	Hard	Shortest Path in a Weighted Tree	Tree,Depth-First Search,Binary Indexed Tree,Segment Tree,Array
3516	Easy	Find Closest Person	Math
3517	Medium	Smallest Palindromic Rearrangement I	String,Counting Sort,Sorting
3518	Hard	Smallest Palindromic Rearrangement II	Hash Table,Math,String,Combinatorics,Counting
3519	Hard	Count Numbers with Non-Decreasing Digits	Math,String,Dynamic Programming
3520	Medium	Minimum Threshold for Inversion Pairs Count	Binary Indexed Tree,Segment Tree,Array,Binary Search,Divide and Conquer,Merge Sort
3521	Medium	Find Product Recommendation Pairs	Database
3522	Medium	Calculate Score After Performing Instructions	Array,Hash Table,String,Simulation
3523	Medium	Make Array Non-decreasing	Stack,Greedy,Array,Monotonic Stack
3524	Medium	Find X Value of Array I	Array,Math,Dynamic Programming
3525	Hard	Find X Value of Array II	Segment Tree,Array,Math
3526	Hard	Range XOR Queries with Subarray Reversals	Tree,Binary Search Tree,Array,Binary Tree
3527	Medium	Find the Most Common Response	Array,Hash Table,String,Counting
3528	Medium	Unit Conversion I	Depth-First Search,Breadth-First Search,Graph
3529	Medium	Count Cells in Overlapping Horizontal and Vertical Substrings	Array,String,Matrix,String Matching,Hash Function,Rolling Hash
3530	Hard	Maximum Profit from Valid Topological Order in DAG	Bit Manipulation,Graph,Topological Sort,Array,Dynamic Programming,Bitmask
3531	Medium	Count Covered Buildings	Array,Hash Table,Sorting
3532	Medium	Path Existence Queries in a Graph I	Union Find,Graph,Array,Hash Table,Binary Search
3533	Hard	Concatenated Divisibility	Bit Manipulation,Array,Dynamic Programming,Bitmask
3534	Hard	Path Existence Queries in a Graph II	Greedy,Bit Manipulation,Graph,Array,Two Pointers,Binary Search,Dynamic Programming,Sorting
3535	Medium	Unit Conversion II	Depth-First Search,Breadth-First Search,Graph,Array,Math
3536	Easy	Maximum Product of Two Digits	Math,Sorting
3537	Medium	Fill a Special Grid	Array,Divide and Conquer,Matrix
3538	Hard	Merge Operations for Minimum Travel Time	Array,Dynamic Programming,Prefix Sum
3539	Hard	Find Sum of Array Product of Magical Sequences	Bit Manipulation,Array,Math,Dynamic Programming,Bitmask,Combinatorics
3540	Medium	Minimum Time to Visit All Houses	Array,Prefix Sum
3541	Easy	Find Most Frequent Vowel and Consonant	Hash Table,String,Counting
3542	Medium	Minimum Operations to Convert All Elements to Zero	Stack,Greedy,Array,Hash Table,Monotonic Stack
3543	Medium	Maximum Weighted K-Edge Path	Graph,Hash Table,Dynamic Programming
3544	Hard	Subtree Inversion Sum	Tree,Depth-First Search,Array,Dynamic Programming
3545	Easy	Minimum Deletions for At Most K Distinct Characters	Greedy,Hash Table,String,Counting,Sorting
3546	Medium	Equal Sum Grid Partition I	Array,Enumeration,Matrix,Prefix Sum
3547	Hard	Maximum Sum of Edge Values in a Graph	Greedy,Graph,Math
3548	Hard	Equal Sum Grid Partition II	Array,Hash Table,Enumeration,Matrix,Prefix Sum
3549	Hard	Multiply Two Polynomials	Array,Math
3550	Easy	Smallest Index With Digit Sum Equal to Index	Array,Math
3551	Medium	Minimum Swaps to Sort by Digit Sum	Array,Hash Table,Sorting
3552	Medium	Grid Teleportation Traversal	Breadth-First Search,Array,Hash Table,Matrix
3553	Hard	Minimum Weighted Subgraph With the Required Paths II	Bit Manipulation,Tree,Depth-First Search,Array,Dynamic Programming
3554	Hard	Find Category Recommendation Pairs	Database
3555	Medium	Smallest Subarray to Sort in Every Sliding Window	Stack,Greedy,Array,Two Pointers,Sorting,Monotonic Stack
3556	Medium	Sum of Largest Prime Substrings	Hash Table,Math,String,Number Theory,Sorting
3557	Medium	Find Maximum Number of Non Intersecting Substrings	Greedy,Hash Table,String,Dynamic Programming
3558	Medium	Number of Ways to Assign Edge Weights I	Tree,Depth-First Search,Math
3559	Hard	Number of Ways to Assign Edge Weights II	Bit Manipulation,Tree,Depth-First Search,Array,Math,Dynamic Programming
3560	Easy	Find Minimum Log Transportation Cost	Math
3561	Medium	Resulting String After Adjacent Removals	Stack,String,Simulation
3562	Hard	Maximum Profit from Trading Stocks with Discounts	Tree,Depth-First Search,Array,Dynamic Programming
3563	Hard	Lexicographically Smallest String After Adjacent Removals	String,Dynamic Programming
3564	Medium	Seasonal Sales Analysis	Database
3565	Medium	Sequential Grid Path Cover	Recursion,Array,Matrix
3566	Medium	Partition Array into Two Equal Product Subsets	Bit Manipulation,Recursion,Array,Enumeration
3567	Medium	Minimum Absolute Difference in Sliding Submatrix	Array,Matrix,Sorting
3568	Medium	Minimum Moves to Clean the Classroom	Bit Manipulation,Breadth-First Search,Array,Hash Table,Matrix
3569	Hard	Maximize Count of Distinct Primes After Split	Segment Tree,Array,Hash Table,Math,Number Theory,Ordered Set
3570	Easy	Find Books with No Available Copies	Database
3571	Easy	Find the Shortest Superstring II	String
3572	Medium	Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values	Greedy,Array,Hash Table,Sorting,Heap (Priority Queue)
3573	Medium	Best Time to Buy and Sell Stock V	Array,Dynamic Programming
3574	Hard	Maximize Subarray GCD Score	Array,Math,Enumeration,Number Theory
3575	Hard	Maximum Good Subtree Score	Bit Manipulation,Tree,Depth-First Search,Array,Dynamic Programming,Bitmask
3576	Medium	Transform Array to All Equal Elements	Greedy,Array
3577	Medium	Count the Number of Computer Unlocking Permutations	Brainteaser,Array,Math,Combinatorics
3578	Medium	Count Partitions With Max-Min Difference at Most K	Queue,Array,Dynamic Programming,Prefix Sum,Sliding Window,Monotonic Queue
3579	Hard	Minimum Steps to Convert String with Operations	String,Dynamic Programming
3580	Medium	Find Consistently Improving Employees	Database
3581	Easy	Count Odd Letters from Number	Hash Table,String,Counting,Simulation
3582	Easy	Generate Tag for Video Caption	String,Simulation
3583	Medium	Count Special Triplets	Array,Hash Table,Counting
3584	Medium	Maximum Product of First and Last Elements of a Subsequence	Array,Two Pointers
3585	Hard	Find Weighted Median Node in Tree	Bit Manipulation,Tree,Depth-First Search,Array,Binary Search,Dynamic Programming
3586	Medium	Find COVID Recovery Patients	Database
3587	Medium	Minimum Adjacent Swaps to Alternate Parity	Greedy,Array
3588	Medium	Find Maximum Area of a Triangle	Greedy,Geometry,Array,Hash Table,Math,Enumeration
3589	Medium	Count Prime-Gap Balanced Subarrays	Queue,Array,Math,Number Theory,Sliding Window,Monotonic Queue
3590	Hard	Kth Smallest Path XOR Sum	Tree,Depth-First Search,Array,Ordered Set
3591	Easy	Check if Any Element Has Prime Frequency	Array,Hash Table,Math,Counting,Number Theory
3592	Medium	Inverse Coin Change	Array,Dynamic Programming
3593	Medium	Minimum Increments to Equalize Leaf Paths	Tree,Depth-First Search,Array,Dynamic Programming
3594	Hard	Minimum Time to Transport All Individuals	Bit Manipulation,Graph,Array,Bitmask,Shortest Path,Heap (Priority Queue)
3595	Medium	Once Twice	Bit Manipulation,Array
3596	Medium	Minimum Cost Path with Alternating Directions I	Brainteaser,Math
3597	Medium	Partition String	Trie,Hash Table,String,Simulation
3598	Medium	Longest Common Prefix Between Adjacent Strings After Removals	Array,String
3599	Medium	Partition Array to Minimize XOR	Bit Manipulation,Array,Dynamic Programming,Prefix Sum
3600	Hard	Maximize Spanning Tree Stability with Upgrades	Greedy,Union Find,Graph,Binary Search,Minimum Spanning Tree
3601	Medium	Find Drivers with Improved Fuel Efficiency	Database
3602	Easy	Hexadecimal and Hexatrigesimal Conversion	Math,String
3603	Medium	Minimum Cost Path with Alternating Directions II	Array,Dynamic Programming,Matrix
3604	Medium	Minimum Time to Reach Destination in Directed Graph	Graph,Shortest Path,Heap (Priority Queue)
3605	Hard	Minimum Stability Factor of Array	Greedy,Segment Tree,Array,Math,Binary Search,Number Theory
3606	Easy	Coupon Code Validator	Array,Hash Table,String,Sorting
3607	Medium	Power Grid Maintenance	Depth-First Search,Breadth-First Search,Union Find,Graph,Array,Hash Table,Ordered Set,Heap (Priority Queue)
3608	Medium	Minimum Time for K Connected Components	Union Find,Graph,Binary Search,Sorting
3609	Hard	Minimum Moves to Reach Target in Grid	Math
3610	Medium	Minimum Number of Primes to Sum to Target	Array,Math,Dynamic Programming,Number Theory
3611	Medium	Find Overbooked Employees	Database
3612	Medium	Process String with Special Operations I	String,Simulation
3613	Medium	Minimize Maximum Component Cost	Union Find,Graph,Binary Search,Sorting
3614	Hard	Process String with Special Operations II	String,Simulation
3615	Hard	Longest Palindromic Path in Graph	Bit Manipulation,Graph,String,Dynamic Programming,Bitmask
3616	Medium	Number of Student Replacements	Array,Simulation
3617	Hard	Find Students with Study Spiral Pattern	
3618	Medium	Split Array by Prime Indices	Array,Math,Number Theory
3619	Medium	Count Islands With Total Value Divisible by K	Depth-First Search,Breadth-First Search,Union Find,Array,Matrix
3620	Hard	Network Recovery Pathways	Graph,Topological Sort,Array,Binary Search,Dynamic Programming,Shortest Path,Heap (Priority Queue)
3621	Hard	Number of Integers With Popcount-Depth Equal to K I	Bit Manipulation,Math,Dynamic Programming,Combinatorics
3622	Easy	Check Divisibility by Digit Sum and Product	Math
3623	Medium	Count Number of Trapezoids I	Geometry,Array,Hash Table,Math
3624	Hard	Number of Integers With Popcount-Depth Equal to K II	Binary Indexed Tree,Segment Tree,Array,Divide and Conquer
3625	Hard	Count Number of Trapezoids II	Geometry,Array,Hash Table,Math
3626	Medium	Find Stores with Inventory Imbalance	
3627	Medium	Maximum Median Sum of Subsequences of Size 3	
3628	Medium	Maximum Number of Subsequences After One Inserting	Greedy,String,Dynamic Programming,Prefix Sum
3629	Medium	Minimum Jumps to Reach End via Prime Teleportation	Breadth-First Search,Array,Hash Table,Math,Number Theory
3630	Hard	Partition Array for Maximum XOR and AND	Greedy,Bit Manipulation,Array,Math,Enumeration
3631	Medium	Sort Threats by Severity and Exploitability	Array,Sorting
3632	Hard	Subarrays with XOR at Least K	Bit Manipulation,Trie,Array,Prefix Sum
3633	Easy	Earliest Finish Time for Land and Water Rides I	Greedy,Array,Two Pointers,Binary Search,Sorting
3634	Medium	Minimum Removals to Balance Array	Array,Binary Search,Sorting,Sliding Window
3635	Medium	Earliest Finish Time for Land and Water Rides II	Greedy,Array,Two Pointers,Binary Search,Sorting
3636	Hard	Threshold Majority Queries	Array,Hash Table,Binary Search,Divide and Conquer,Counting,Prefix Sum
3637	Easy	Trionic Array I	Array
3638	Medium	Maximum Balanced Shipments	Stack,Greedy,Array,Dynamic Programming,Monotonic Stack
3639	Medium	Minimum Time to Activate String	Array,Binary Search
3640	Hard	Trionic Array II	Array,Dynamic Programming
3641	Medium	Longest Semi-Repeating Subarray	Array,Hash Table,Sliding Window
3642	Medium	Find Books with Polarized Opinions	
3643	Easy	Flip Square Submatrix Vertically	Array,Two Pointers,Matrix
3644	Medium	Maximum K to Sort a Permutation	Bit Manipulation,Array
3645	Medium	Maximum Total from Optimal Activation Order	Greedy,Array,Two Pointers,Sorting,Heap (Priority Queue)
3646	Hard	Next Special Palindrome Number	Bit Manipulation,Backtracking
3647	Medium	Maximum Weight in Two Bags	Array,Dynamic Programming
3648	Medium	Minimum Sensors to Cover Grid	Math
3649	Medium	Number of Perfect Pairs	
3650	Medium	Minimum Cost Path with Edge Reversals	Graph,Shortest Path,Heap (Priority Queue)
3651	Hard	Minimum Cost Path with Teleportations	Array,Dynamic Programming,Matrix
3652	Medium	Best Time to Buy and Sell Stock using Strategy	Array,Prefix Sum,Sliding Window
3653	Medium	XOR After Range Multiplication Queries I	Array,Divide and Conquer,Prefix Sum,Simulation
3654	Medium	Minimum Sum After Divisible Sum Deletions	Array,Hash Table,Dynamic Programming,Prefix Sum
3655	Hard	XOR After Range Multiplication Queries II	Array,Divide and Conquer,Prefix Sum
3656	Medium	Determine if a Simple Graph Exists	Graph,Array,Binary Search,Prefix Sum,Sorting
3657	Medium	Find Loyal Customers	
3658	Easy	GCD of Odd and Even Sums	Math,Number Theory
3659	Medium	Partition Array Into K-Distinct Groups	Array,Hash Table,Counting
3660	Medium	Jump Game IX	Array,Dynamic Programming
3661	Hard	Maximum Walls Destroyed by Robots	Array,Binary Search,Dynamic Programming,Sorting
3662	Easy	Filter Characters by Frequency	Hash Table,String,Counting
3663	Easy	Find The Least Frequent Digit	Array,Hash Table,Math,Counting
3664	Medium	Two-Letter Card Game	Array,Hash Table,String,Counting,Enumeration
3665	Medium	Twisted Mirror Path Count	Array,Dynamic Programming,Matrix
3666	Hard	Minimum Operations to Equalize Binary String	Breadth-First Search,Union Find,Math,String,Ordered Set
3667	Easy	Sort Array By Absolute Value	Array,Math,Two Pointers,Sorting
3668	Easy	Restore Finishing Order	Array,Hash Table
3669	Medium	Balanced K-Factor Decomposition	Math,Backtracking,Number Theory
3670	Medium	Maximum Product of Two Integers With No Common Bits	Bit Manipulation,Array,Dynamic Programming
3671	Hard	Sum of Beautiful Subsequences	Binary Indexed Tree,Array,Math,Number Theory
3672	Medium	Sum of Weighted Modes in Subarrays	Array,Hash Table,Counting,Ordered Set,Sliding Window
3673	Hard	Find Zombie Sessions	
3674	Easy	Minimum Operations to Equalize Array	Bit Manipulation,Brainteaser,Array
3675	Medium	Minimum Operations to Transform String	Greedy,String
3676	Medium	Count Bowl Subarrays	Stack,Array,Monotonic Stack
3677	Hard	Count Binary Palindromic Numbers	Bit Manipulation,Math
3678	Easy	Smallest Absent Positive Greater Than Average	Array,Hash Table
3679	Medium	Minimum Discards to Balance Inventory	Array,Hash Table,Counting,Sliding Window,Simulation
3680	Medium	Generate Schedule	Greedy,Array,Math
3681	Hard	Maximum XOR of Subsequences	Greedy,Bit Manipulation,Array,Math
3682	Medium	Minimum Index Sum of Common Elements	Array,Hash Table
3683	Easy	Earliest Time to Finish One Task	
3684	Easy	Maximize Sum of At Most K Distinct Elements	Greedy,Array,Hash Table,Sorting
3685	Medium	Subsequence Sum After Capping Elements	Array,Two Pointers,Dynamic Programming,Sorting
3686	Hard	Number of Stable Subsequences	Array,Dynamic Programming
3687	Easy	Library Late Fee Calculator	Array,Simulation
3688	Easy	Bitwise OR of Even Numbers in an Array	Bit Manipulation,Array,Simulation
3689	Medium	Maximum Total Subarray Value I	Greedy,Array
3690	Medium	Split and Merge Array Transformation	
3691	Hard	Maximum Total Subarray Value II	Greedy,Segment Tree,Array,Heap (Priority Queue)
3692	Easy	Majority Frequency Characters	
3693	Medium	Climbing Stairs II	
3694	Medium	Distinct Points Reachable After Substring Removal	Hash Table,String,Prefix Sum,Sliding Window
3695	Hard	Maximize Alternating Sum Using Swaps	Greedy,Union Find,Array,Sorting
3696	Easy	Maximum Distance Between Unequal Words in Array I	Array,String
3697	Easy	Compute Decimal Representation	Array,Math
3698	Medium	Split Array With Minimum Difference	Array,Prefix Sum
3699	Hard	Number of ZigZag Arrays I	
3700	Hard	Number of ZigZag Arrays II	
3701	Easy	Compute Alternating Sum	Array,Simulation
3702	Medium	Longest Subsequence With Non-Zero Bitwise XOR	Bit Manipulation,Array
3703	Medium	Remove K-Balanced Substrings	Stack,String,Simulation
3704	Hard	Count No-Zero Pairs That Sum to N	Math,Dynamic Programming
3705	Medium	Find Golden Hour Customers	
3706	Medium	Maximum Distance Between Unequal Words in Array II	Array,String
3707	Easy	Equal Score Substrings	String,Prefix Sum
3708	Medium	Longest Fibonacci Subarray	Array
3709	Medium	Design Exam Scores Tracker	Design,Array,Binary Search,Prefix Sum
3710	Hard	Maximum Partition Factor	Depth-First Search,Breadth-First Search,Union Find,Graph,Array,Binary Search
